"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000085" "chr4-1019" "chr4" 120077411 120077571 3.95 5.37e-10 "Scmh1" "sex comb on midleg homolog 1" "4" 120077886 120202804 1 "D2.2" NA 0.0554870695 5.4558884389 0.4634532363 1
"ENSMUSG00000000134" "chrX-359" "chrX" 7366502 7366662 2.94 1.14e-05 "Tfe3" "transcription factor E3" "X" 7339686 7352328 1 "A1.1" NA -0.028265774 5.3200754705 0.7134894178 1
"ENSMUSG00000000282" "chr11-523" "chr11" 74651462 74651622 2.13 1.19e-05 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA -0.03502567 5.4586342156 0.642334286 1
"ENSMUSG00000000282" "chr11-930" "chr11" 74652216 74652376 2.5 1.19e-06 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA -0.03502567 5.4586342156 0.642334286 1
"ENSMUSG00000000282" "chr11-1168" "chr11" 74643524 74643684 2.2 4.02e-05 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA -0.03502567 5.4586342156 0.642334286 1
"ENSMUSG00000000305" "chr2-2321" "chr2" 179456274 179456428 7.15 8.07e-12 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA 0.3758868946 4.6323925469 1.1e-05 0.00252
"ENSMUSG00000000374" "chr10-1288" "chr10" 77701470 77701630 2.61 6.68e-05 "Trappc10" "trafficking protein particle complex 10" "10" 77649470 77707387 -1 "C1" NA 0.0110810172 6.8031961125 0.8730479045 1
"ENSMUSG00000000392" "chr2-2524" "chr2" 62327386 62327546 3.04 1.45e-05 "Fap" "fibroblast activation protein" "2" 62339000 62412132 -1 "C1.3" NA 0.1030215258 1.8793992677 0.4907725569 1
"ENSMUSG00000000399" "chr6-4500" "chr6" 126724973 126725133 4.04 4.89e-06 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA -0.0432283557 6.3521645202 0.5420971564 1
"ENSMUSG00000000538" "chr11-1155" "chr11" 60130500 60130660 2.31 2.57e-05 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.0215000524 8.4013958921 0.7472289523 1
"ENSMUSG00000000560" "chr5-1880" "chr5" 71486109 71486269 2.85 3.34e-05 "Gabra2" "gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2" "5" 71352296 71487088 -1 "C3.1" NA 0.2118818217 5.1009467418 0.00728 0.397
"ENSMUSG00000000560" "chr5-3273" "chr5" 71485666 71485826 3.18 1.76e-05 "Gabra2" "gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2" "5" 71352296 71487088 -1 "C3.1" NA 0.2118818217 5.1009467418 0.00728 0.397
"ENSMUSG00000000562" "chr3-2753" "chr3" 105674741 105674901 4.59 2.48e-07 "Adora3" "adenosine A3 receptor" "3" 105673776 105711846 1 "F2.2" NA -0.2198869917 0.1869103329 0.2690474567 1
"ENSMUSG00000000581" "chr11-178" "chr11" 17157700 17157860 2.13 2.11e-08 "C1d" "C1D nuclear receptor co-repressor" "11" 17157582 17169179 1 "A2" NA -0.0582169667 5.0895097726 0.4627151467 1
"ENSMUSG00000000631" "chr11-487" "chr11" 77579778 77579938 2.2 1.63e-06 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0685922028 7.6845942308 0.3101122149 1
"ENSMUSG00000000751" "chr11-1169" "chr11" 75105803 75105963 3.27 6.51e-09 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA 0.0313486865 5.2998187435 0.6844283488 1
"ENSMUSG00000000751" "chr11-3774" "chr11" 75121652 75121812 3.53 1.99e-05 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA 0.0313486865 5.2998187435 0.6844283488 1
"ENSMUSG00000000826" "chr2-1309" "chr2" 181254541 181254701 2.63 3.37e-06 "Dnajc5" "DnaJ (Hsp40) homolog, subfamily C, member 5" "2" 181255190 181289838 1 "H4" NA 0.0055615288 8.6533757185 0.9332690881 1
"ENSMUSG00000000827" "chr2-1309" "chr2" 181254541 181254701 2.63 3.37e-06 "Tpd52l2" "tumor protein D52-like 2" "2" 181231847 181252671 1 "H4" NA -0.1047331086 5.6579031436 0.1578871273 1
"ENSMUSG00000000958" "chr14-59" "chr14" 54980688 54980848 2.11 1.33e-09 "Slc7a7" "solute carrier family 7 (cationic amino acid transporter, y+ system), member 7" "14" 54989128 55032856 -1 "C2" NA -0.020186775 0.415879324 0.9428143025 1
"ENSMUSG00000000959" "chr14-59" "chr14" 54980688 54980848 2.11 1.33e-09 "Oxa1l" "oxidase assembly 1-like" "14" 54980525 54989353 1 "C2" NA -0.0324967744 5.1830036869 0.6779365118 1
"ENSMUSG00000001054" "chr11-2558" "chr11" 51443903 51444063 2.94 2.94e-06 "Rmnd5b" "required for meiotic nuclear division 5 homolog B (S. cerevisiae)" "11" 51437173 51449398 -1 "B1.3" NA -0.0806045909 5.396891772 0.2898381121 1
"ENSMUSG00000001120" "chr10-537" "chr10" 76425032 76425192 2.31 2.57e-05 "Pcbp3" "poly(rC) binding protein 3" "10" 76224602 76424632 -1 "C1" NA -0.0431102069 5.3658208452 0.5700135976 1
"ENSMUSG00000001175" "chr12-1685" "chr12" 101473719 101473873 6.35 9.43e-08 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001175" "chr12-286" "chr12" 101514493 101514653 2.29 2.3e-06 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001175" "chr12-494" "chr12" 101512523 101512683 2.2 1.8e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001175" "chr12-687" "chr12" 101483204 101483364 2.16 4e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001175" "chr12-910" "chr12" 101452791 101452951 3.25 4.53e-06 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001175" "chr12-1215" "chr12" 101440412 101440572 2.64 1.77e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001175" "chr12-1543" "chr12" 101492571 101492731 3.18 1.76e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.028951239 11.742575172 0.657292419 1
"ENSMUSG00000001240" "chr11-1615" "chr11" 101121516 101121670 2.43 7.23e-05 "Ramp2" "receptor (calcitonin) activity modifying protein 2" "11" 101107342 101120860 1 "D" NA 0.0560557613 3.5741841385 0.5957349007 1
"ENSMUSG00000001323" "chr11-787" "chr11" 74738974 74739134 2.45 2.99e-06 "Srr" "serine racemase" "11" 74719861 74739450 -1 "B5" NA 0.0883024891 6.5884365921 0.2057476583 1
"ENSMUSG00000001415" "chr3-546" "chr3" 88140592 88140752 2.2 2.69e-05 "Smg5" "Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)" "3" 88140182 88166259 1 "F1" NA -0.0373466795 6.5386338777 0.5938849063 1
"ENSMUSG00000001419" "chr3-503" "chr3" 87943432 87943592 2.3 1.74e-05 "Mef2d" "myocyte enhancer factor 2D" "3" 87946294 87976008 1 "F1" NA -0.0052343953 8.046832699 0.9379909302 1
"ENSMUSG00000001424" "chr6-1399" "chr6" 28733449 28733603 2.72 8.43e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0480257502 5.9777544747 0.5076334509 1
"ENSMUSG00000001424" "chr6-1005" "chr6" 28492887 28493047 4.65 2.96e-10 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0480257502 5.9777544747 0.5076334509 1
"ENSMUSG00000001441" "chr11-731" "chr11" 97176680 97176840 3.05 4.54e-09 "Npepps" "aminopeptidase puromycin sensitive" "11" 97067156 97141952 -1 "D" NA 0.0670817731 7.273769995 0.324582827 1
"ENSMUSG00000001467" "chr5-90" "chr5" 4104540 4104700 2.17 1.64e-06 "Cyp51" "cytochrome P450, family 51" "5" 4081145 4104746 -1 "A1" NA -0.0105096155 6.1207258969 0.8838612012 1
"ENSMUSG00000001524" "chr17-416" "chr17" 35810434 35810594 2.34 4.98e-06 "Gtf2h4" "general transcription factor II H, polypeptide 4" "17" 35804675 35810684 -1 "B1" NA -0.1651152426 3.7106108777 0.1041748866 1
"ENSMUSG00000001524" "chr17-527" "chr17" 35804670 35804830 3.41 5.78e-10 "Gtf2h4" "general transcription factor II H, polypeptide 4" "17" 35804675 35810684 -1 "B1" NA -0.1651152426 3.7106108777 0.1041748866 1
"ENSMUSG00000001576" "chr17-474" "chr17" 26698860 26699020 2.08 5.75e-05 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA -0.026128626 6.9678314735 0.7042587591 1
"ENSMUSG00000001576" "chr17-1021" "chr17" 26732852 26733012 2.51 8.87e-06 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA -0.026128626 6.9678314735 0.7042587591 1
"ENSMUSG00000001576" "chr17-1917" "chr17" 26799722 26799882 5.63 1.24e-07 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA -0.026128626 6.9678314735 0.7042587591 1
"ENSMUSG00000001751" "chr11-1635" "chr11" 100925280 100925440 3.08 2.51e-07 "Naglu" "alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)" "11" 100931326 100938986 1 "D" NA 0.1633412355 2.6586911921 0.1963103507 1
"ENSMUSG00000001774" "chr9-598" "chr9" 18096204 18096364 4.24 5.59e-13 "Chordc1" "cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1" "9" 18096711 18118444 1 "A2" NA -0.079410588 6.2239170019 0.2658594046 1
"ENSMUSG00000001829" "chr7-651" "chr7" 108812302 108812462 2.57 8.87e-06 "Clpb" "ClpB caseinolytic peptidase B homolog (E. coli)" "7" 108812147 108943974 1 "E3" NA -0.0188858815 5.6689311055 0.800079844 1
"ENSMUSG00000001833" "chr9-508" "chr9" 25012034 25012194 2.27 7.18e-07 "40792" "septin 7" "9" 25056204 25116150 1 "A4" NA -0.004259488 8.8334517096 0.9491465821 1
"ENSMUSG00000001911" "chr8-501" "chr8" 87274081 87274235 2.01 8.52e-05 "Nfix" "nuclear factor I/X" "8" 87223775 87324243 -1 "C3" NA -0.1494052245 7.7437308077 0.0269 0.866
"ENSMUSG00000001986" "chrX-481" "chrX" 38755766 38755926 2.86 8.65e-06 "Gria3" "glutamate receptor, ionotropic, AMPA3 (alpha 3)" "X" 38754031 39031778 1 "A3.3" NA -0.0062285319 8.3151758784 0.9261409958 1
"ENSMUSG00000002102" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05 "Psmc3" "proteasome (prosome, macropain) 26S subunit, ATPase 3" "2" 90894166 90906526 1 "E1" NA -0.0600103313 6.9047428493 0.383014935 1
"ENSMUSG00000002105" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05 "Slc39a13" "solute carrier family 39 (metal ion transporter), member 13" "2" 90901948 90910574 -1 "E1" NA 0.0366530898 4.3422659862 0.6849257641 1
"ENSMUSG00000002105" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05 "Slc39a13" "solute carrier family 39 (metal ion transporter), member 13" "2" 90901948 90910574 -1 "E1" NA 0.0366530898 4.3422659862 0.6849257641 1
"ENSMUSG00000002107" "chr2-1961" "chr2" 6836066 6836220 2.72 8.43e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA 0.1034765396 8.8222736424 0.1181040218 1
"ENSMUSG00000002107" "chr2-757" "chr2" 6803652 6803812 2.2 2.69e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA 0.1034765396 8.8222736424 0.1181040218 1
"ENSMUSG00000002107" "chr2-1965" "chr2" 7068807 7068967 2.69 2.45e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA 0.1034765396 8.8222736424 0.1181040218 1
"ENSMUSG00000002111" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05 "Sfpi1" "SFFV proviral integration 1" "2" 90922547 90955913 1 "E1" NA -0.0174853944 1.4317462643 0.9329008354 1
"ENSMUSG00000002233" "chr3-3321" "chr3" 104590879 104591039 4.9 3.4e-06 "Rhoc" "ras homolog gene family, member C" "3" 104591929 104597377 1 "F2.2" NA -0.0534618965 3.4561414586 0.6165394287 1
"ENSMUSG00000002279" "chr17-661" "chr17" 25716226 25716386 2.88 1.55e-07 "Lmf1" "lipase maturation factor 1" "17" 25716119 25799771 1 "A3.3" NA -0.0160865483 3.723550402 0.8761631504 1
"ENSMUSG00000002346" "chr8-780" "chr8" 72735621 72735781 2.75 4.45e-07 "Slc25a42" "solute carrier family 25, member 42" "8" 72708239 72736204 -1 "B3.3" NA -0.0791485439 5.4387938322 0.2959943221 1
