"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000078" "chr13-1871" "chr13" 5870936 5871126 2.23 4.69e-06 "Klf6" "Kruppel-like factor 6" "13" 5860735 5869639 1 "A1" NA 0.0634685557 5.4751084526 0.5845954732 1
"ENSMUSG00000000088" "chr9-2272" "chr9" 57353917 57354107 2.1 2.04e-06 "Cox5a" "cytochrome c oxidase, subunit Va" "9" 57369039 57380231 1 "B" NA -0.1664104808 6.8519909296 0.151 1
"ENSMUSG00000000127" "chr17-1907" "chr17" 64318918 64319108 2.2 1.41e-06 "Fer" "fer (fms/fps related) protein kinase" "17" 64213364 64488843 1 "E1.1" NA -0.0654051525 3.6968024545 0.688510941 1
"ENSMUSG00000000127" "chr17-2634" "chr17" 64250993 64251183 2.6 3.02e-06 "Fer" "fer (fms/fps related) protein kinase" "17" 64213364 64488843 1 "E1.1" NA -0.0654051525 3.6968024545 0.688510941 1
"ENSMUSG00000000131" "chr7-7218" "chr7" 133324965 133325155 2.64 8.7e-05 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA 0.0623409421 6.5419419675 0.5878442055 1
"ENSMUSG00000000142" "chr11-4151" "chr11" 108752144 108752334 2.2 2.41e-05 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA 0.1609012329 4.7934158144 0.205 1
"ENSMUSG00000000142" "chr11-5453" "chr11" 108794750 108794940 2.4 1.4e-05 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA 0.1609012329 4.7934158144 0.205 1
"ENSMUSG00000000142" "chr11-5455" "chr11" 108809274 108809464 2.83 5.25e-07 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA 0.1609012329 4.7934158144 0.205 1
"ENSMUSG00000000142" "chr11-10412" "chr11" 108790795 108790985 2.23 5.42e-05 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA 0.1609012329 4.7934158144 0.205 1
"ENSMUSG00000000142" "chr11-6046" "chr11" 108803489 108803683 2.19 9.03e-05 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA 0.1609012329 4.7934158144 0.205 1
"ENSMUSG00000000149" "chr5-6596" "chr5" 141255368 141255562 3.55 3.89e-07 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA -0.0660427033 6.3546413409 0.5643101841 1
"ENSMUSG00000000197" "chr14-1453" "chr14" 123711249 123711439 3.02 1.02e-09 "Nalcn" "sodium leak channel, non-selective" "14" 123675863 124026366 -1 "E5" NA 0.0248390168 7.0638000617 0.8315809395 1
"ENSMUSG00000000223" "chrX-1577" "chrX" 130961473 130961663 2.57 6.15e-05 "Drp2" "dystrophin related protein 2" "X" 130939090 130991112 1 "E3" NA 0.078327698 6.499553599 0.4957612822 1
"ENSMUSG00000000247" "chr2-4384" "chr2" 38222636 38222826 2.19 1.6e-05 "Lhx2" "LIM homeobox protein 2" "2" 38194801 38225253 1 "B" NA 0.1368311241 5.6602421786 0.232 1
"ENSMUSG00000000253" "chr13-1108" "chr13" 45604615 45604805 2.05 4.34e-06 "Gmpr" "guanosine monophosphate reductase" "13" 45602813 45641751 1 "A5" NA -0.1387182153 4.9035804647 0.265 1
"ENSMUSG00000000282" "chr11-7356" "chr11" 74662100 74662290 2.38 7.51e-05 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA 0.0466375256 5.3595733038 0.6910228928 1
"ENSMUSG00000000290" "chr10-2966" "chr10" 77004082 77004272 2.93 1.77e-07 "Itgb2" "integrin beta 2" "10" 76992997 77028453 1 "C1" NA -0.0167768153 2.1671189088 0.9440251594 1
"ENSMUSG00000000305" "chr2-2330" "chr2" 179272298 179272488 2.22 1.88e-07 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA 0.1086420402 6.2058434056 0.3405393681 1
"ENSMUSG00000000305" "chr2-3321" "chr2" 179602896 179603086 2.26 9.17e-07 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA 0.1086420402 6.2058434056 0.3405393681 1
