"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "gene_name" "description" "chromosome_name" "start_position" "end_position" "strand" "genes" "logFC" "logCPM" "LR" "p.y" "FDR" "CFDR"
"ENSGACG00000000060" "scaffold_99-11" "scaffold_99" 38969 39173 2.68 5.4e-07 "raf1a" "v-raf-1 murine leukemia viral oncogene homolog 1a [Source:ZFIN;Acc:ZDB-GENE-990415-41]" "scaffold_99" 29930 39298 -1 "ENSGACG00000000060" 0.14017539145812 3.65686415113339 1.19164568492735 0.274997853330323 0.987130355596972 0.81649831217896
"ENSGACG00000000081" "scaffold_99-6" "scaffold_99" 301767 301971 2.07 1.32e-05 "SUSD3" "sushi domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28391]" "scaffold_99" 284369 287918 1 "ENSGACG00000000081" -0.30355921060744 -0.178910257734193 0.686388313505393 0.407395572649912 0.999984488903358 0.938422016498645
"ENSGACG00000000084" "scaffold_99-6" "scaffold_99" 301767 301971 2.07 1.32e-05 "" "" "scaffold_99" 302816 334997 1 "ENSGACG00000000084" -0.111781025117029 5.47373186967339 0.604305678265177 0.436939914426817 0.999984488903358 0.955012674473353
"ENSGACG00000000111" "scaffold_95-20" "scaffold_95" 391259 391463 3.47 8.96e-06 "cubn" "cubilin (intrinsic factor-cobalamin receptor) [Source:ZFIN;Acc:ZDB-GENE-060228-6]" "scaffold_95" 388665 426113 -1 "ENSGACG00000000111" 0.289970696980848 0.335694347249561 0.239458383788826 0.624597572438364 0.999984488903358 0.999832494075397
"ENSGACG00000000123" "scaffold_740-1" "scaffold_740" 7303 7507 2.72 3.85e-05 "GTPBP1 (1 of 2)" "GTP binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4669]" "scaffold_740" 7379 9953 1 "ENSGACG00000000123" -0.146363704315993 3.2444023685374 1.28367198625704 0.257217406385118 0.983058683330334 0.792997517063209
"ENSGACG00000000151" "scaffold_58-15" "scaffold_58" 1103366 1103570 3.18 3.83e-06 "" "" "scaffold_58" 1078466 1084416 -1 "ENSGACG00000000151" -0.691215663355731 3.59828772491688 2.49583184385694 0.114148049734884 0.849727641930112 0.480779164137145
"ENSGACG00000000159" "scaffold_216-6" "scaffold_216" 31102 31306 3.61 8.81e-08 "abch1" "ATP-binding cassette, sub-family H, member 1 [Source:ZFIN;Acc:ZDB-GENE-050517-42]" "scaffold_216" 22320 32341 -1 "ENSGACG00000000159" -0.211551979748531 5.01946367907207 1.3190209870293 0.250767828492984 0.983058683330334 0.783904170074695
"ENSGACG00000000310" "scaffold_69-20" "scaffold_69" 697273 697477 6.58 2.97e-10 "zeb2a" "zinc finger E-box binding homeobox 2a [Source:ZFIN;Acc:ZDB-GENE-070912-553]" "scaffold_69" 675685 685685 -1 "ENSGACG00000000310" -0.275890849237258 4.26167965808036 2.69690441689739 0.100543291007629 0.827162937032536 0.437642969202827
"ENSGACG00000000311" "scaffold_69-20" "scaffold_69" 697273 697477 6.58 2.97e-10 "epc2" "enhancer of polycomb homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040426-802]" "scaffold_69" 762591 778555 1 "ENSGACG00000000311" 0.00948156007508096 4.34904999587727 0.0120079915279661 0.912741694297931 0.999984488903358 0.999832494075397
"ENSGACG00000000316" "scaffold_27-311" "scaffold_27" 104787 104991 3.18 3.83e-06 "nek4" "NIMA (never in mitosis gene a)-related kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1392]" "scaffold_27" 95883 102349 -1 "ENSGACG00000000316" -0.0551532384966178 5.41492190031858 0.409639478110488 0.522152548748022 0.999984488903358 0.985264389235197
