"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "gene_name" "description" "chromosome_name" "start_position" "end_position" "strand" "genes" "logFC" "logCPM" "LR" "p.y" "FDR" "CFDR"
"ENSGACG00000000009" "scaffold_89-11" "scaffold_89" 14499 14695 2.35 2.1e-05 "eif6" "eukaryotic translation initiation factor 6 [Source:ZFIN;Acc:ZDB-GENE-031118-110]" "scaffold_89" 54931 58754 1 "ENSGACG00000000009" -0.0334305051783261 4.601290784442 0.126493037917111 0.722096254669318 0.999984488903358 0.999832494075397
"ENSGACG00000000064" "scaffold_99-78" "scaffold_99" 137897 138093 2.91 1.43e-05 "nup210" "nucleoporin 210 [Source:ZFIN;Acc:ZDB-GENE-050208-132]" "scaffold_99" 120823 140801 -1 "ENSGACG00000000064" -0.080139421171765 4.11856142270991 0.41982064869724 0.517026550637716 0.999984488903358 0.984214921022806
"ENSGACG00000000075" "scaffold_99-31" "scaffold_99" 246165 246361 2.54 8.34e-07 "BICD2 (1 of 2)" "bicaudal D homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17208]" "scaffold_99" 201535 229070 1 "ENSGACG00000000075" 0.0211274413420628 4.65646371409131 0.0355436855238267 0.850460941482882 0.999984488903358 0.999832494075397
"ENSGACG00000000078" "scaffold_95-7" "scaffold_95" 139724 139920 3.39 2.6e-18 "abcd3a" "ATP-binding cassette, sub-family D (ALD), member 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2868]" "scaffold_95" 170528 194903 1 "ENSGACG00000000078" -0.0371894325235217 5.22596336739425 0.195401132513952 0.658458811446254 0.999984488903358 0.999832494075397
"ENSGACG00000000079" "scaffold_99-31" "scaffold_99" 246165 246361 2.54 8.34e-07 "FGD3" "FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]" "scaffold_99" 263423 274542 1 "ENSGACG00000000079" -0.0233716900182034 5.08718749034118 0.049388429261338 0.824130889605584 0.999984488903358 0.999832494075397
"ENSGACG00000000245" "scaffold_369-4" "scaffold_369" 14453 14649 2.5 3.27e-05 "CNNM1 (1 of 2)" "cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102]" "scaffold_369" 7860 14778 1 "ENSGACG00000000245" -0.0307312677359045 4.44378626509816 0.0632052070841524 0.801499875318601 0.999984488903358 0.999832494075397
"ENSGACG00000000319" "scaffold_27-543" "scaffold_27" 125037 125233 2.71 9.4e-05 "CAMK1 (1 of 2)" "calcium/calmodulin-dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]" "scaffold_27" 105400 129142 1 "ENSGACG00000000319" 0.0873283032019441 4.83857292309323 0.703767198019463 0.401520749010876 0.999984488903358 0.934206034826337
"ENSGACG00000000340" "scaffold_27-414" "scaffold_27" 203807 204003 2.2 4.02e-05 "sort1a" "sortilin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2329]" "scaffold_27" 199692 216747 1 "ENSGACG00000000340" -0.246044206067653 4.50491690381718 3.42031998941245 0.0643985295288265 0.72673485697834 0.307173803860362
"ENSGACG00000000371" "scaffold_27-692" "scaffold_27" 566670 566866 3 8.93e-05 "FAM72B" "family with sequence similarity 72, member B [Source:HGNC Symbol;Acc:HGNC:24805]" "scaffold_27" 609206 610587 -1 "ENSGACG00000000371" 0.0238910155705366 1.13926445688098 0.013619957571791 0.907094165590758 0.999984488903358 0.999832494075397
"ENSGACG00000000374" "scaffold_27-735" "scaffold_27" 643352 643548 3.46 5.18e-06 "srgap2a" "SLIT-ROBO Rho GTPase activating protein 2a [Source:ZFIN;Acc:ZDB-GENE-060915-2]" "scaffold_27" 640306 652975 1 "ENSGACG00000000374" -0.0687513011105064 5.78212844305245 0.373312889373409 0.541203974324205 0.999984488903358 0.989082136946141
