"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "gene_name" "description" "chromosome_name" "start_position" "end_position" "strand" "genes" "logFC" "logCPM" "LR" "p.y" "FDR" "CFDR"
"ENSGACG00000000009" "scaffold_89-11" "scaffold_89" 14499 14695 2.35 2.1e-05 "eif6" "eukaryotic translation initiation factor 6 [Source:ZFIN;Acc:ZDB-GENE-031118-110]" "scaffold_89" 54931 58754 1 "ENSGACG00000000009" -0.00632533363861722 4.601290784442 0.00458461603073523 0.94601665373747 0.999947153124525 0.999832494075397
"ENSGACG00000000064" "scaffold_99-78" "scaffold_99" 137897 138093 2.91 1.43e-05 "nup210" "nucleoporin 210 [Source:ZFIN;Acc:ZDB-GENE-050208-132]" "scaffold_99" 120823 140801 -1 "ENSGACG00000000064" 0.0349396376524039 4.11856142270991 0.0803672446511428 0.776800347880489 0.999947153124525 0.999832494075397
"ENSGACG00000000075" "scaffold_99-31" "scaffold_99" 246165 246361 2.54 8.34e-07 "BICD2 (1 of 2)" "bicaudal D homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:17208]" "scaffold_99" 201535 229070 1 "ENSGACG00000000075" -0.149266486331535 4.65646371409131 1.79126046270135 0.180772663517858 0.999947153124525 0.65609806909536
"ENSGACG00000000078" "scaffold_95-7" "scaffold_95" 139724 139920 3.39 2.6e-18 "abcd3a" "ATP-binding cassette, sub-family D (ALD), member 3a [Source:ZFIN;Acc:ZDB-GENE-040426-2868]" "scaffold_95" 170528 194903 1 "ENSGACG00000000078" -0.0355476261567663 5.22596336739425 0.180987805041111 0.670525707294545 0.999947153124525 0.999832494075397
"ENSGACG00000000079" "scaffold_99-31" "scaffold_99" 246165 246361 2.54 8.34e-07 "FGD3" "FYVE, RhoGEF and PH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:16027]" "scaffold_99" 263423 274542 1 "ENSGACG00000000079" -0.0349278710536954 5.08718749034118 0.111141328206354 0.738848472672721 0.999947153124525 0.999832494075397
"ENSGACG00000000245" "scaffold_369-4" "scaffold_369" 14453 14649 2.5 3.27e-05 "CNNM1 (1 of 2)" "cyclin and CBS domain divalent metal cation transport mediator 1 [Source:HGNC Symbol;Acc:HGNC:102]" "scaffold_369" 7860 14778 1 "ENSGACG00000000245" -0.0691900927871127 4.44378626509816 0.322348329299512 0.570199791070109 0.999947153124525 0.995881028034846
"ENSGACG00000000319" "scaffold_27-543" "scaffold_27" 125037 125233 2.71 9.4e-05 "CAMK1 (1 of 2)" "calcium/calmodulin-dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]" "scaffold_27" 105400 129142 1 "ENSGACG00000000319" 0.139902753555235 4.83857292309323 1.81763201319266 0.177595403432246 0.999947153124525 0.648932542058706
"ENSGACG00000000340" "scaffold_27-414" "scaffold_27" 203807 204003 2.2 4.02e-05 "sort1a" "sortilin 1a [Source:ZFIN;Acc:ZDB-GENE-040426-2329]" "scaffold_27" 199692 216747 1 "ENSGACG00000000340" -0.153467856763909 4.50491690381718 1.34230257549525 0.246628312257647 0.999947153124525 0.777849904646439
"ENSGACG00000000371" "scaffold_27-692" "scaffold_27" 566670 566866 3 8.93e-05 "FAM72B" "family with sequence similarity 72, member B [Source:HGNC Symbol;Acc:HGNC:24805]" "scaffold_27" 609206 610587 -1 "ENSGACG00000000371" 0.0064839585161598 1.13926445688098 0.00103796087602426 0.974298680024202 0.999947153124525 0.999832494075397
"ENSGACG00000000374" "scaffold_27-735" "scaffold_27" 643352 643548 3.46 5.18e-06 "srgap2a" "SLIT-ROBO Rho GTPase activating protein 2a [Source:ZFIN;Acc:ZDB-GENE-060915-2]" "scaffold_27" 640306 652975 1 "ENSGACG00000000374" 0.0552382649114452 5.78212844305245 0.241843130832692 0.622878066449017 0.999947153124525 0.999832494075397
