"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000085" "chr4-7848" "chr4" 120160154 120160346 5.94 2.16e-08 "Scmh1" "sex comb on midleg homolog 1" "4" 120077886 120202804 1 "D2.2" NA -0.0017291755 5.4396345072 0.9876085808 1
"ENSMUSG00000000127" "chr17-4259" "chr17" 64479788 64479992 3.53 1.26e-06 "Fer" "fer (fms/fps related) protein kinase" "17" 64213364 64488843 1 "E1.1" NA 0.0410359729 3.6851678151 0.7729828234 1
"ENSMUSG00000000148" "chr5-5459" "chr5" 141197080 141197272 2.75 2.45e-05 "Baat1" "BRCA1-associated ATM activator 1" "5" 141180965 141195333 1 "G2" NA -0.1554269197 4.4728282223 0.1892703094 1
"ENSMUSG00000000149" "chr5-2176" "chr5" 141287774 141287966 2.07 1.13e-05 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.194817369 6.4443552825 0.0345 0.987711331
"ENSMUSG00000000149" "chr5-2703" "chr5" 141323588 141323780 2.16 4e-05 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.194817369 6.4443552825 0.0345 0.987711331
"ENSMUSG00000000149" "chr5-3504" "chr5" 141242978 141243170 2.41 1.07e-05 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.194817369 6.4443552825 0.0345 0.987711331
"ENSMUSG00000000149" "chr5-4152" "chr5" 141239250 141239442 2.97 7.64e-07 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.194817369 6.4443552825 0.0345 0.987711331
"ENSMUSG00000000149" "chr5-5460" "chr5" 141238370 141238562 2.97 2.94e-06 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.194817369 6.4443552825 0.0345 0.987711331
"ENSMUSG00000000197" "chr14-1535" "chr14" 123711210 123711414 2.02 4.35e-05 "Nalcn" "sodium leak channel, non-selective" "14" 123675863 124026366 -1 "E5" NA 0.0657783333 7.1646368153 0.4726335378 1
"ENSMUSG00000000197" "chr14-1740" "chr14" 123694993 123695197 2.3 1.83e-06 "Nalcn" "sodium leak channel, non-selective" "14" 123675863 124026366 -1 "E5" NA 0.0657783333 7.1646368153 0.4726335378 1
"ENSMUSG00000000301" "chr11-5655" "chr11" 59905459 59905663 2.83 1.89e-06 "Pemt" "phosphatidylethanolamine N-methyltransferase" "11" 59784116 59859991 -1 "B1.3" NA 0.022432121 0.5676489533 0.9449265729 1
"ENSMUSG00000000305" "chr2-5491" "chr2" 179503581 179503773 2.33 2.57e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.1476773741 6.2304325112 0.1110711187 1
"ENSMUSG00000000305" "chr2-2779" "chr2" 179529007 179529211 2.63 1.39e-07 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.1476773741 6.2304325112 0.1110711187 1
"ENSMUSG00000000305" "chr2-7042" "chr2" 179198819 179199023 2.39 7.06e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.1476773741 6.2304325112 0.1110711187 1
"ENSMUSG00000000317" "chr11-6293" "chr11" 70042304 70042496 3.1 3.73e-06 "Bcl6b" "B cell CLL/lymphoma 6, member B" "11" 70037630 70043300 -1 "B3" NA -0.2643511466 0.0010155362 0.3292242101 1
"ENSMUSG00000000378" "chr11-7261" "chr11" 6461474 6461666 2.64 6.68e-05 "Ccm2" "cerebral cavernous malformation 2 homolog (human)" "11" 6446890 6496747 1 "A1" NA 0.1206132236 5.6316742694 0.2115192463 1
"ENSMUSG00000000530" "chr15-2635" "chr15" 100983398 100983602 3.23 1.99e-08 "Acvrl1" "activin A receptor, type II-like 1" "15" 100958953 100975767 1 "F2" NA -0.4203240568 3.3458788543 0.00532 0.324
"ENSMUSG00000000531" "chr15-1895" "chr15" 101063388 101063580 2.16 2.44e-06 "Grasp" "GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein" "15" 101054638 101063186 1 "F2" NA -0.3132203704 5.2578519581 0.00212 0.171
"ENSMUSG00000000531" "chr15-2822" "chr15" 101064661 101064865 2.24 5.05e-05 "Grasp" "GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein" "15" 101054638 101063186 1 "F2" NA -0.3132203704 5.2578519581 0.00212 0.171
"ENSMUSG00000000532" "chr15-2635" "chr15" 100983398 100983602 3.23 1.99e-08 "Acvr1b" "activin A receptor, type 1B" "15" 101004556 101043032 1 "F2" NA -0.062769209 6.6303760846 0.4933483983 1
"ENSMUSG00000000532" "chr15-3275" "chr15" 101051220 101051424 2.24 5.05e-05 "Acvr1b" "activin A receptor, type 1B" "15" 101004556 101043032 1 "F2" NA -0.062769209 6.6303760846 0.4933483983 1
"ENSMUSG00000000538" "chr11-8295" "chr11" 60078867 60079059 2.64 6.68e-05 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.0542873333 8.2082586946 0.5572755447 1
"ENSMUSG00000000538" "chr11-5659" "chr11" 60047224 60047428 2.44 1.91e-05 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.0542873333 8.2082586946 0.5572755447 1
"ENSMUSG00000000560" "chr5-6914" "chr5" 71555397 71555601 2.58 5.81e-05 "Gabra2" "gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2" "5" 71352296 71487088 -1 "C3.1" NA 0.0287240651 5.8538439674 0.7650160159 1
"ENSMUSG00000000594" "chr11-3219" "chr11" 54910955 54911159 2.02 6.62e-05 "Gm2a" "GM2 ganglioside activator protein" "11" 54911617 54926531 1 "B1.3" NA 0.0690011351 5.959470851 0.4623481135 1
"ENSMUSG00000000627" "chr6-5180" "chr6" 82876380 82876584 4.29 9.97e-07 "Sema4f" "sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain" "6" 82861879 82889763 -1 "C3" NA -0.0620353118 5.6567623191 0.5200436946 1
"ENSMUSG00000000631" "chr11-2387" "chr11" 77673803 77673995 2.14 7.36e-07 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0132542094 7.3942365744 0.885380965 1
"ENSMUSG00000000631" "chr11-3818" "chr11" 77660419 77660611 2.97 1.38e-08 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0132542094 7.3942365744 0.885380965 1
"ENSMUSG00000000631" "chr11-4622" "chr11" 77601293 77601485 2.81 4.45e-07 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0132542094 7.3942365744 0.885380965 1
"ENSMUSG00000000631" "chr11-8445" "chr11" 77677578 77677770 3.47 5.18e-06 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0132542094 7.3942365744 0.885380965 1
"ENSMUSG00000000631" "chr11-5344" "chr11" 77634387 77634591 2.52 4.04e-05 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0132542094 7.3942365744 0.885380965 1
"ENSMUSG00000000632" "chr11-3618" "chr11" 77747501 77747693 2.35 4.98e-06 "Sez6" "seizure related gene 6" "11" 77744302 77792550 1 "B5" NA 0.0495052197 7.6888728718 0.5899688143 1
"ENSMUSG00000000766" "chr10-1767" "chr10" 3428258 3428462 2.22 1.91e-06 "Oprm1" "opioid receptor, mu 1" "10" 3308332 3588035 -1 "A1" NA 0.3557508666 1.394144709 0.0983857623 1
"ENSMUSG00000000766" "chr10-3116" "chr10" 3410090 3410294 2.24 5.05e-05 "Oprm1" "opioid receptor, mu 1" "10" 3308332 3588035 -1 "A1" NA 0.3557508666 1.394144709 0.0983857623 1
"ENSMUSG00000000782" "chr11-4869" "chr11" 52085812 52086004 2.29 8.94e-05 "Tcf7" "transcription factor 7, T cell specific" "11" 52065873 52096681 -1 "B1.3" NA 0.3562073456 1.9478070579 0.0658610617 1
"ENSMUSG00000000805" "chr11-4064" "chr11" 84734148 84734340 2.29 1.17e-05 "Car4" "carbonic anhydrase 4" "11" 84771288 84779546 1 "C" NA -0.6138926501 4.4512770447 2.51e-07 9.46e-05
"ENSMUSG00000000811" "chr6-1617" "chr6" 89563582 89563786 2.39 2.14e-07 "Txnrd3" "thioredoxin reductase 3" "6" 89593982 89625523 1 "D1" NA -0.0787020861 1.9934190091 0.6865645195 1
"ENSMUSG00000000861" "chr11-1522" "chr11" 23995056 23995248 2.16 2.85e-10 "Bcl11a" "B cell CLL/lymphoma 11A (zinc finger protein)" "11" 23978056 24074123 1 "A3.2" NA -0.0053994945 6.170015358 0.9565850467 1
"ENSMUSG00000000861" "chr11-2898" "chr11" 23984407 23984599 2.02 1.04e-05 "Bcl11a" "B cell CLL/lymphoma 11A (zinc finger protein)" "11" 23978056 24074123 1 "A3.2" NA -0.0053994945 6.170015358 0.9565850467 1
"ENSMUSG00000000861" "chr11-6676" "chr11" 24022646 24022838 2.72 9.4e-05 "Bcl11a" "B cell CLL/lymphoma 11A (zinc finger protein)" "11" 23978056 24074123 1 "A3.2" NA -0.0053994945 6.170015358 0.9565850467 1
"ENSMUSG00000000861" "chr11-6677" "chr11" 24025425 24025617 2.85 3.34e-05 "Bcl11a" "B cell CLL/lymphoma 11A (zinc finger protein)" "11" 23978056 24074123 1 "A3.2" NA -0.0053994945 6.170015358 0.9565850467 1
"ENSMUSG00000000881" "chrX-1090" "chrX" 98006998 98007202 2.63 1.51e-05 "Dlg3" "discs, large homolog 3 (Drosophila)" "X" 97963061 98013749 1 "C3" NA -0.104270528 7.6336046543 0.2564981196 1
"ENSMUSG00000000915" "chr5-4442" "chr5" 124433661 124433853 3.96 3.97e-11 "Hip1r" "huntingtin interacting protein 1 related" "5" 124423637 124453220 1 "F" NA -0.0323075022 6.2896036786 0.7289304531 1
"ENSMUSG00000001098" "chr5-4328" "chr5" 114820684 114820888 2.41 1.3e-05 "Kctd10" "potassium channel tetramerisation domain containing 10" "5" 114813576 114830524 -1 "F" NA -0.0805067683 5.9005761865 0.3935185559 1
"ENSMUSG00000001151" "chr10-1731" "chr10" 75834865 75835069 2.23 2.86e-06 "Pcnt" "pericentrin (kendrin)" "10" 75813999 75905657 -1 "C1" NA -0.061992894 5.0757410464 0.5553431671 1
"ENSMUSG00000001211" "chr10-2054" "chr10" 77813756 77813948 2.18 5.43e-06 "Agpat3" "1-acylglycerol-3-phosphate O-acyltransferase 3" "10" 77731923 77815234 -1 "C1" NA 0.0182131412 8.1056103154 0.8437646272 1
"ENSMUSG00000001227" "chr17-3586" "chr17" 56297674 56297866 10.4 6.44e-14 "Sema6b" "sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B" "17" 56262508 56279766 -1 "D" NA -0.1629517042 6.8764110576 0.0745670122 1
"ENSMUSG00000001227" "chr17-4238" "chr17" 56264018 56264222 3.03 5.05e-05 "Sema6b" "sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6B" "17" 56262508 56279766 -1 "D" NA -0.1629517042 6.8764110576 0.0745670122 1
"ENSMUSG00000001288" "chr15-3026" "chr15" 102079886 102080078 2.17 6.01e-05 "Rarg" "retinoic acid receptor, gamma" "15" 102065369 102087948 -1 "F3" NA 0.171502743 3.2946264642 0.2596138745 1
"ENSMUSG00000001415" "chr3-3107" "chr3" 88155161 88155353 3.22 1.17e-06 "Smg5" "Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)" "3" 88140182 88166259 1 "F1" NA 0.053056463 6.4812794216 0.5640370163 1
"ENSMUSG00000001424" "chr6-3774" "chr6" 28787898 28788090 2.86 8.65e-06 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA -0.0757642222 6.2361027832 0.4140066014 1
"ENSMUSG00000001424" "chr6-4104" "chr6" 28829683 28829887 2.24 5.05e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA -0.0757642222 6.2361027832 0.4140066014 1
"ENSMUSG00000001552" "chr11-2214" "chr11" 100257661 100257853 2.22 1.51e-07 "Jup" "junction plakoglobin" "11" 100230272 100259077 -1 "D" NA 0.0217013069 5.2347502699 0.8314119879 1
"ENSMUSG00000001630" "chr6-4131" "chr6" 146702512 146702704 2.81 4.45e-07 "Stk38l" "serine/threonine kinase 38 like" "6" 146673517 146727334 1 "G3" NA 0.0437162626 4.8882441118 0.6878535123 1
"ENSMUSG00000001700" "chr18-3629" "chr18" 56608308 56608500 2.72 9.4e-05 "Gramd3" "GRAM domain containing 3" "18" 56559991 56663446 1 "D3" NA 0.2488820918 4.160554925 0.0487390399 1
"ENSMUSG00000001773" "chr7-8021" "chr7" 93921857 93922049 3.14 5.69e-05 "Folh1" "folate hydrolase" "7" 93867862 93924374 -1 "D3" NA 0.1094625168 3.3387735279 0.4704775402 1
"ENSMUSG00000001785" "chr10-4846" "chr10" 85354456 85354660 3.16 9.92e-07 "Pwp1" "PWP1 homolog (S. cerevisiae)" "10" 85334576 85351841 1 "C1" NA 0.016038607 4.4945833858 0.8937251305 1
"ENSMUSG00000001786" "chr10-3084" "chr10" 85515719 85515911 2.61 1.26e-05 "Fbxo7" "F-box protein 7" "10" 85484717 85514618 1 "C1" NA 0.0530237739 4.8122068882 0.631085521 1
