"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000078" "chr13-1459" "chr13" 5803143 5803335 2.69 3.3e-07 "Klf6" "Kruppel-like factor 6" "13" 5860735 5869639 1 "A1" NA -0.0714887716 5.5277978767 0.4322278866 1
"ENSMUSG00000000078" "chr13-4096" "chr13" 5804224 5804416 4.38 1.13e-06 "Klf6" "Kruppel-like factor 6" "13" 5860735 5869639 1 "A1" NA -0.0714887716 5.5277978767 0.4322278866 1
"ENSMUSG00000000078" "chr13-2794" "chr13" 5826531 5826735 5.14 4.78e-07 "Klf6" "Kruppel-like factor 6" "13" 5860735 5869639 1 "A1" NA -0.0714887716 5.5277978767 0.4322278866 1
"ENSMUSG00000000125" "chr11-2156" "chr11" 103671848 103672040 2.11 5.75e-05 "Wnt3" "wingless-related MMTV integration site 3" "11" 103635464 103679271 1 "E1" NA -0.1247147198 1.0706039125 0.5647498015 1
"ENSMUSG00000000125" "chr11-5165" "chr11" 103669919 103670111 2.92 7.64e-07 "Wnt3" "wingless-related MMTV integration site 3" "11" 103635464 103679271 1 "E1" NA -0.1247147198 1.0706039125 0.5647498015 1
"ENSMUSG00000000126" "chr11-1351" "chr11" 59146866 59147058 2.07 7.52e-06 "Wnt9a" "wingless-type MMTV integration site 9A" "11" 59120430 59147054 1 "B1.3" NA -0.0831911605 4.14830392 0.4747171035 1
"ENSMUSG00000000126" "chr11-1796" "chr11" 59119197 59119389 2.49 8.32e-07 "Wnt9a" "wingless-type MMTV integration site 9A" "11" 59120430 59147054 1 "B1.3" NA -0.0831911605 4.14830392 0.4747171035 1
"ENSMUSG00000000126" "chr11-2492" "chr11" 59122883 59123075 2.47 6.21e-06 "Wnt9a" "wingless-type MMTV integration site 9A" "11" 59120430 59147054 1 "B1.3" NA -0.0831911605 4.14830392 0.4747171035 1
"ENSMUSG00000000127" "chr17-2031" "chr17" 64487379 64487571 3.11 7.98e-08 "Fer" "fer (fms/fps related) protein kinase" "17" 64213364 64488843 1 "E1.1" NA -0.0110578369 3.6133869698 0.9355143617 1
"ENSMUSG00000000131" "chr7-262" "chr7" 133415703 133415895 2.26 7.45e-13 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0118123695 6.4104892285 0.8904138522 1
