"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000085" "chr4-1019" "chr4" 120077411 120077571 3.95 5.37e-10 "Scmh1" "sex comb on midleg homolog 1" "4" 120077886 120202804 1 "D2.2" NA -0.0148094332 5.5108724124 0.8125207032 1
"ENSMUSG00000000134" "chrX-359" "chrX" 7366502 7366662 2.94 1.14e-05 "Tfe3" "transcription factor E3" "X" 7339686 7352328 1 "A1.1" NA -0.0434052664 5.284445846 0.505864177 1
"ENSMUSG00000000282" "chr11-523" "chr11" 74651462 74651622 2.13 1.19e-05 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA -0.0518461599 5.431635299 0.4159808598 1
"ENSMUSG00000000282" "chr11-930" "chr11" 74652216 74652376 2.5 1.19e-06 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA -0.0518461599 5.431635299 0.4159808598 1
"ENSMUSG00000000282" "chr11-1168" "chr11" 74643524 74643684 2.2 4.02e-05 "Mnt" "max binding protein" "11" 74644422 74659227 1 "B5" NA -0.0518461599 5.431635299 0.4159808598 1
"ENSMUSG00000000305" "chr2-2321" "chr2" 179456274 179456428 7.15 8.07e-12 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.0490654242 4.5006887693 0.5107165556 1
"ENSMUSG00000000374" "chr10-1288" "chr10" 77701470 77701630 2.61 6.68e-05 "Trappc10" "trafficking protein particle complex 10" "10" 77649470 77707387 -1 "C1" NA -0.0414675637 6.8102786065 0.4649713856 1
"ENSMUSG00000000392" "chr2-2524" "chr2" 62327386 62327546 3.04 1.45e-05 "Fap" "fibroblast activation protein" "2" 62339000 62412132 -1 "C1.3" NA -0.042765999 1.6787346255 0.7702854871 1
"ENSMUSG00000000399" "chr6-4500" "chr6" 126724973 126725133 4.04 4.89e-06 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA 0.0389354952 6.4720090934 0.498515391 1
"ENSMUSG00000000538" "chr11-1155" "chr11" 60130500 60130660 2.31 2.57e-05 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.0406087567 8.4525956939 0.4566141595 1
"ENSMUSG00000000560" "chr5-1880" "chr5" 71486109 71486269 2.85 3.34e-05 "Gabra2" "gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2" "5" 71352296 71487088 -1 "C3.1" NA 0.1025253957 4.9595671938 0.1367345128 1
"ENSMUSG00000000560" "chr5-3273" "chr5" 71485666 71485826 3.18 1.76e-05 "Gabra2" "gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2" "5" 71352296 71487088 -1 "C3.1" NA 0.1025253957 4.9595671938 0.1367345128 1
"ENSMUSG00000000562" "chr3-2753" "chr3" 105674741 105674901 4.59 2.48e-07 "Adora3" "adenosine A3 receptor" "3" 105673776 105711846 1 "F2.2" NA 0.4230262538 0.1633248915 0.0285 0.899
"ENSMUSG00000000581" "chr11-178" "chr11" 17157700 17157860 2.13 2.11e-08 "C1d" "C1D nuclear receptor co-repressor" "11" 17157582 17169179 1 "A2" NA 0.0574040407 5.0920977792 0.3935790758 1
"ENSMUSG00000000631" "chr11-487" "chr11" 77579778 77579938 2.2 1.63e-06 "Myo18a" "myosin XVIIIA" "11" 77576748 77679482 1 "B5" NA -0.0533455602 7.6191733902 0.33592728 1
"ENSMUSG00000000751" "chr11-1169" "chr11" 75105803 75105963 3.27 6.51e-09 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA 0.0563637113 5.3179086394 0.3847387993 1
"ENSMUSG00000000751" "chr11-3774" "chr11" 75121652 75121812 3.53 1.99e-05 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA 0.0563637113 5.3179086394 0.3847387993 1
"ENSMUSG00000000826" "chr2-1309" "chr2" 181254541 181254701 2.63 3.37e-06 "Dnajc5" "DnaJ (Hsp40) homolog, subfamily C, member 5" "2" 181255190 181289838 1 "H4" NA -0.0134723521 8.6808900064 0.8047915884 1
"ENSMUSG00000000827" "chr2-1309" "chr2" 181254541 181254701 2.63 3.37e-06 "Tpd52l2" "tumor protein D52-like 2" "2" 181231847 181252671 1 "H4" NA 0.0376442535 5.6867437766 0.5391791431 1
"ENSMUSG00000000958" "chr14-59" "chr14" 54980688 54980848 2.11 1.33e-09 "Slc7a7" "solute carrier family 7 (cationic amino acid transporter, y+ system), member 7" "14" 54989128 55032856 -1 "C2" NA 0.0821788991 0.442629168 0.6702692853 1
"ENSMUSG00000000959" "chr14-59" "chr14" 54980688 54980848 2.11 1.33e-09 "Oxa1l" "oxidase assembly 1-like" "14" 54980525 54989353 1 "C2" NA -0.0420146859 5.289708889 0.5191089018 1
"ENSMUSG00000001054" "chr11-2558" "chr11" 51443903 51444063 2.94 2.94e-06 "Rmnd5b" "required for meiotic nuclear division 5 homolog B (S. cerevisiae)" "11" 51437173 51449398 -1 "B1.3" NA -0.036199871 5.5381653389 0.5635319762 1
"ENSMUSG00000001120" "chr10-537" "chr10" 76425032 76425192 2.31 2.57e-05 "Pcbp3" "poly(rC) binding protein 3" "10" 76224602 76424632 -1 "C1" NA 0.0086568175 5.4899779521 0.8889062637 1
"ENSMUSG00000001175" "chr12-1685" "chr12" 101473719 101473873 6.35 9.43e-08 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001175" "chr12-286" "chr12" 101514493 101514653 2.29 2.3e-06 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001175" "chr12-494" "chr12" 101512523 101512683 2.2 1.8e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001175" "chr12-687" "chr12" 101483204 101483364 2.16 4e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001175" "chr12-910" "chr12" 101452791 101452951 3.25 4.53e-06 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001175" "chr12-1215" "chr12" 101440412 101440572 2.64 1.77e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001175" "chr12-1543" "chr12" 101492571 101492731 3.18 1.76e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0195873264 11.7187698313 0.7142317283 1
"ENSMUSG00000001240" "chr11-1615" "chr11" 101121516 101121670 2.43 7.23e-05 "Ramp2" "receptor (calcitonin) activity modifying protein 2" "11" 101107342 101120860 1 "D" NA -0.0448308451 3.6054066058 0.6281396852 1
"ENSMUSG00000001323" "chr11-787" "chr11" 74738974 74739134 2.45 2.99e-06 "Srr" "serine racemase" "11" 74719861 74739450 -1 "B5" NA -0.0378156715 6.6296402774 0.5096615726 1
"ENSMUSG00000001415" "chr3-546" "chr3" 88140592 88140752 2.2 2.69e-05 "Smg5" "Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)" "3" 88140182 88166259 1 "F1" NA -0.0351213251 6.5918158181 0.5387995799 1
"ENSMUSG00000001419" "chr3-503" "chr3" 87943432 87943592 2.3 1.74e-05 "Mef2d" "myocyte enhancer factor 2D" "3" 87946294 87976008 1 "F1" NA -0.0184051436 8.0726801459 0.7381761541 1
"ENSMUSG00000001424" "chr6-1399" "chr6" 28733449 28733603 2.72 8.43e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA -0.0506042511 5.9946723942 0.3956548618 1
"ENSMUSG00000001424" "chr6-1005" "chr6" 28492887 28493047 4.65 2.96e-10 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA -0.0506042511 5.9946723942 0.3956548618 1
"ENSMUSG00000001441" "chr11-731" "chr11" 97176680 97176840 3.05 4.54e-09 "Npepps" "aminopeptidase puromycin sensitive" "11" 97067156 97141952 -1 "D" NA 0.0550953744 7.3152813821 0.3227235173 1
"ENSMUSG00000001467" "chr5-90" "chr5" 4104540 4104700 2.17 1.64e-06 "Cyp51" "cytochrome P450, family 51" "5" 4081145 4104746 -1 "A1" NA 0.100271991 6.0747769887 0.0899 1
"ENSMUSG00000001524" "chr17-416" "chr17" 35810434 35810594 2.34 4.98e-06 "Gtf2h4" "general transcription factor II H, polypeptide 4" "17" 35804675 35810684 -1 "B1" NA -0.0376886326 3.6983874131 0.6919913419 1
"ENSMUSG00000001524" "chr17-527" "chr17" 35804670 35804830 3.41 5.78e-10 "Gtf2h4" "general transcription factor II H, polypeptide 4" "17" 35804675 35810684 -1 "B1" NA -0.0376886326 3.6983874131 0.6919913419 1
"ENSMUSG00000001576" "chr17-474" "chr17" 26698860 26699020 2.08 5.75e-05 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA -0.0071433138 7.0269757704 0.9017084701 1
"ENSMUSG00000001576" "chr17-1021" "chr17" 26732852 26733012 2.51 8.87e-06 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA -0.0071433138 7.0269757704 0.9017084701 1
"ENSMUSG00000001576" "chr17-1917" "chr17" 26799722 26799882 5.63 1.24e-07 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA -0.0071433138 7.0269757704 0.9017084701 1
"ENSMUSG00000001751" "chr11-1635" "chr11" 100925280 100925440 3.08 2.51e-07 "Naglu" "alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB)" "11" 100931326 100938986 1 "D" NA -0.2783603472 2.658227571 0.0171 0.676
"ENSMUSG00000001774" "chr9-598" "chr9" 18096204 18096364 4.24 5.59e-13 "Chordc1" "cysteine and histidine-rich domain (CHORD)-containing, zinc-binding protein 1" "9" 18096711 18118444 1 "A2" NA 0.3377596276 6.2858694563 7.11e-09 3.99e-06
"ENSMUSG00000001829" "chr7-651" "chr7" 108812302 108812462 2.57 8.87e-06 "Clpb" "ClpB caseinolytic peptidase B homolog (E. coli)" "7" 108812147 108943974 1 "E3" NA 0.0019774334 5.7023348175 0.9763353389 1
"ENSMUSG00000001833" "chr9-508" "chr9" 25012034 25012194 2.27 7.18e-07 "40792" "septin 7" "9" 25056204 25116150 1 "A4" NA 0.0498398281 8.8649460943 0.357048643 1
"ENSMUSG00000001911" "chr8-501" "chr8" 87274081 87274235 2.01 8.52e-05 "Nfix" "nuclear factor I/X" "8" 87223775 87324243 -1 "C3" NA -0.0188628483 7.8348347609 0.7344101422 1
"ENSMUSG00000001986" "chrX-481" "chrX" 38755766 38755926 2.86 8.65e-06 "Gria3" "glutamate receptor, ionotropic, AMPA3 (alpha 3)" "X" 38754031 39031778 1 "A3.3" NA -0.0499636431 8.124761135 0.3630126967 1
"ENSMUSG00000002102" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05 "Psmc3" "proteasome (prosome, macropain) 26S subunit, ATPase 3" "2" 90894166 90906526 1 "E1" NA -0.0025680324 7.0067814466 0.965399963 1
"ENSMUSG00000002105" "chr2-1581" "chr2" 90901026 90901180 2.72 3.86e-05 "Slc39a13" "solute carrier family 39 (metal ion transporter), member 13" "2" 90901948 90910574 -1 "E1" NA 0.0373991312 4.3764831247 0.6359351753 1
"ENSMUSG00000002105" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05 "Slc39a13" "solute carrier family 39 (metal ion transporter), member 13" "2" 90901948 90910574 -1 "E1" NA 0.0373991312 4.3764831247 0.6359351753 1
"ENSMUSG00000002107" "chr2-1961" "chr2" 6836066 6836220 2.72 8.43e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0499116877 8.6712815758 0.3581675016 1
"ENSMUSG00000002107" "chr2-757" "chr2" 6803652 6803812 2.2 2.69e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0499116877 8.6712815758 0.3581675016 1
"ENSMUSG00000002107" "chr2-1965" "chr2" 7068807 7068967 2.69 2.45e-05 "Celf2" "CUGBP, Elav-like family member 2" "2" 6460751 7002348 -1 "A1" NA -0.0499116877 8.6712815758 0.3581675016 1
"ENSMUSG00000002111" "chr2-668" "chr2" 90911000 90911160 2.06 2.54e-05 "Sfpi1" "SFFV proviral integration 1" "2" 90922547 90955913 1 "E1" NA -0.060237351 1.3938809617 0.6925483773 1
"ENSMUSG00000002233" "chr3-3321" "chr3" 104590879 104591039 4.9 3.4e-06 "Rhoc" "ras homolog gene family, member C" "3" 104591929 104597377 1 "F2.2" NA 0.0200689075 3.3673307637 0.8470986248 1
"ENSMUSG00000002279" "chr17-661" "chr17" 25716226 25716386 2.88 1.55e-07 "Lmf1" "lipase maturation factor 1" "17" 25716119 25799771 1 "A3.3" NA -0.0818084481 3.8440247575 0.3513729466 1
"ENSMUSG00000002346" "chr8-780" "chr8" 72735621 72735781 2.75 4.45e-07 "Slc25a42" "solute carrier family 25, member 42" "8" 72708239 72736204 -1 "B3.3" NA 0.0570581367 5.5469799793 0.3633364762 1
"ENSMUSG00000002365" "chr17-1088" "chr17" 5823146 5823300 3.06 4.39e-05 "Snx9" "sorting nexin 9" "17" 5841346 5931946 1 "A1" NA -0.0037968812 3.920665499 0.966792531 1
"ENSMUSG00000002365" "chr17-2509" "chr17" 5839967 5840127 4.9 3.4e-06 "Snx9" "sorting nexin 9" "17" 5841346 5931946 1 "A1" NA -0.0037968812 3.920665499 0.966792531 1
"ENSMUSG00000002489" "chr16-574" "chr16" 89818405 89818559 2.3 9.59e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.0516304798 6.345587681 0.3738726977 1
"ENSMUSG00000002489" "chr16-479" "chr16" 89817634 89817794 2.37 3.79e-05 "Tiam1" "T cell lymphoma invasion and metastasis 1" "16" 89787356 90144014 -1 "C3.3" NA -0.0516304798 6.345587681 0.3738726977 1
"ENSMUSG00000002578" "chr10-3" "chr10" 128063600 128063760 2.79 1.34e-12 "Ikzf4" "IKAROS family zinc finger 4" "10" 128067899 128083047 -1 "D3" NA 0.0187696139 3.9294026088 0.8289961417 1
"ENSMUSG00000002608" "chr7-1532" "chr7" 26497284 26497438 2.85 1.33e-05 "Ccdc97" "coiled-coil domain containing 97" "7" 26496125 26504107 -1 "A3" NA -0.0377664775 5.6386263912 0.540104545 1
"ENSMUSG00000002617" "chr17-1008" "chr17" 23329028 23329188 3.21 1.17e-06 "Zfp40" "zinc finger protein 40" "17" 23310836 23330219 -1 "A3.3" NA 0.053175164 4.4616513903 0.4894986895 1
"ENSMUSG00000002781" "chr7-306" "chr7" 53152721 53152881 2.2 6.88e-08 "Tmem143" "transmembrane protein 143" "7" 53152311 53172783 1 "B4" NA -0.0779256854 4.1564683944 0.3418235352 1
