"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000085" "chr4-7848" "chr4" 120160154 120160346 5.94 2.16e-08 "Scmh1" "sex comb on midleg homolog 1" "4" 120077886 120202804 1 "D2.2" NA 0.0234751814 5.5033498826 0.7879610374 1
"ENSMUSG00000000127" "chr17-4259" "chr17" 64479788 64479992 3.53 1.26e-06 "Fer" "fer (fms/fps related) protein kinase" "17" 64213364 64488843 1 "E1.1" NA -0.0298270759 3.6731976883 0.8167526457 1
"ENSMUSG00000000148" "chr5-5459" "chr5" 141197080 141197272 2.75 2.45e-05 "Baat1" "BRCA1-associated ATM activator 1" "5" 141180965 141195333 1 "G2" NA 0.0126963638 4.5805067886 0.9022481249 1
"ENSMUSG00000000149" "chr5-2176" "chr5" 141287774 141287966 2.07 1.13e-05 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.0098654962 6.4341984979 0.9056350659 1
"ENSMUSG00000000149" "chr5-2703" "chr5" 141323588 141323780 2.16 4e-05 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.0098654962 6.4341984979 0.9056350659 1
"ENSMUSG00000000149" "chr5-3504" "chr5" 141242978 141243170 2.41 1.07e-05 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.0098654962 6.4341984979 0.9056350659 1
"ENSMUSG00000000149" "chr5-4152" "chr5" 141239250 141239442 2.97 7.64e-07 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.0098654962 6.4341984979 0.9056350659 1
"ENSMUSG00000000149" "chr5-5460" "chr5" 141238370 141238562 2.97 2.94e-06 "Gna12" "guanine nucleotide binding protein, alpha 12" "5" 141234362 141306385 -1 "G2" NA 0.0098654962 6.4341984979 0.9056350659 1
"ENSMUSG00000000197" "chr14-1535" "chr14" 123711210 123711414 2.02 4.35e-05 "Nalcn" "sodium leak channel, non-selective" "14" 123675863 124026366 -1 "E5" NA 0.0105789345 7.0615432897 0.8976834141 1
"ENSMUSG00000000197" "chr14-1740" "chr14" 123694993 123695197 2.3 1.83e-06 "Nalcn" "sodium leak channel, non-selective" "14" 123675863 124026366 -1 "E5" NA 0.0105789345 7.0615432897 0.8976834141 1
"ENSMUSG00000000301" "chr11-5655" "chr11" 59905459 59905663 2.83 1.89e-06 "Pemt" "phosphatidylethanolamine N-methyltransferase" "11" 59784116 59859991 -1 "B1.3" NA 0.1839069035 0.573276293 0.4234863627 1
"ENSMUSG00000000305" "chr2-5491" "chr2" 179503581 179503773 2.33 2.57e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA 0.0541536436 6.2353319123 0.5136994002 1
"ENSMUSG00000000305" "chr2-2779" "chr2" 179529007 179529211 2.63 1.39e-07 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA 0.0541536436 6.2353319123 0.5136994002 1
"ENSMUSG00000000305" "chr2-7042" "chr2" 179198819 179199023 2.39 7.06e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA 0.0541536436 6.2353319123 0.5136994002 1
"ENSMUSG00000000317" "chr11-6293" "chr11" 70042304 70042496 3.1 3.73e-06 "Bcl6b" "B cell CLL/lymphoma 6, member B" "11" 70037630 70043300 -1 "B3" NA 0.0084830197 0.9321517827 0.9878140486 1
"ENSMUSG00000000378" "chr11-7261" "chr11" 6461474 6461666 2.64 6.68e-05 "Ccm2" "cerebral cavernous malformation 2 homolog (human)" "11" 6446890 6496747 1 "A1" NA 0.0293511995 5.6255772817 0.7344312942 1
"ENSMUSG00000000530" "chr15-2635" "chr15" 100983398 100983602 3.23 1.99e-08 "Acvrl1" "activin A receptor, type II-like 1" "15" 100958953 100975767 1 "F2" NA -0.0045076759 3.8005052492 0.9719733291 1
"ENSMUSG00000000531" "chr15-1895" "chr15" 101063388 101063580 2.16 2.44e-06 "Grasp" "GRP1 (general receptor for phosphoinositides 1)-associated scaffold protein" "15" 101054638 101063186 1 "F2" NA -0.0670941532 5.1698798663 0.4597802513 1
