"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000120" "chr11-2345" "chr11" 95471886 95472084 2.08 5.02e-06 "Ngfr" "nerve growth factor receptor (TNFR superfamily, member 16)" "11" 95430132 95449049 -1 "D" NA -0.6116369566 4.2539678678 2.52e-08 1.21e-05
"ENSMUSG00000000194" "chr2-3685" "chr2" 31061761 31061959 2.26 5.99e-05 "Gpr107" "G protein-coupled receptor 107" "2" 31007836 31075068 1 "B" NA -0.0380246706 6.1025070514 0.5857289388 1
"ENSMUSG00000000194" "chr2-6355" "chr2" 31057587 31057785 2.87 8.65e-06 "Gpr107" "G protein-coupled receptor 107" "2" 31007836 31075068 1 "B" NA -0.0380246706 6.1025070514 0.5857289388 1
"ENSMUSG00000000202" "chr11-6407" "chr11" 114651986 114652184 3.35 5.18e-06 "Btbd17" "BTB (POZ) domain containing 17" "11" 114652531 114657259 -1 "E2" NA -0.0489002124 3.6229528159 0.7116975732 1
"ENSMUSG00000000223" "chrX-515" "chrX" 130940011 130940209 2.2 2.42e-06 "Drp2" "dystrophin related protein 2" "X" 130939090 130991112 1 "E3" NA -0.0895356392 6.2231246043 0.191 1
"ENSMUSG00000000223" "chrX-1217" "chrX" 130943613 130943797 2.98 2.48e-05 "Drp2" "dystrophin related protein 2" "X" 130939090 130991112 1 "E3" NA -0.0895356392 6.2231246043 0.191 1
"ENSMUSG00000000247" "chr2-3296" "chr2" 38194992 38195190 2.09 8.66e-05 "Lhx2" "LIM homeobox protein 2" "2" 38194801 38225253 1 "B" NA -0.1423341392 2.8507834076 0.377251425 1
"ENSMUSG00000000301" "chr11-6673" "chr11" 59842433 59842631 3.83 1.4e-06 "Pemt" "phosphatidylethanolamine N-methyltransferase" "11" 59784116 59859991 -1 "B1.3" NA 0.060174447 1.0486407972 0.8200964147 1
"ENSMUSG00000000305" "chr2-6226" "chr2" 179537929 179538127 2.44 8.21e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.0090064971 5.9691994103 0.8971114053 1
"ENSMUSG00000000305" "chr2-8528" "chr2" 179541903 179542101 3.26 6.9e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.0090064971 5.9691994103 0.8971114053 1
"ENSMUSG00000000399" "chr6-3304" "chr6" 126720080 126720278 2.36 3.79e-05 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA -0.0279525877 6.5120947371 0.6717118483 1
"ENSMUSG00000000399" "chr6-3981" "chr6" 126715120 126715318 3.28 4.53e-06 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA -0.0279525877 6.5120947371 0.6717118483 1
"ENSMUSG00000000399" "chr6-5468" "chr6" 126700756 126700954 3.67 3.91e-07 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA -0.0279525877 6.5120947371 0.6717118483 1
"ENSMUSG00000000420" "chr18-1875" "chr18" 24326653 24326837 5.39 1.66e-13 "Galnt1" "UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1" "18" 24363845 24445319 1 "A2" NA 0.0556595724 6.3545099702 0.4150339257 1
"ENSMUSG00000000489" "chr15-3267" "chr15" 79904574 79904772 4.6 1.82e-08 "Pdgfb" "platelet derived growth factor, B polypeptide" "15" 79826330 79845238 -1 "E1" NA -0.0473724819 3.5348512498 0.7261436424 1
"ENSMUSG00000000530" "chr15-2124" "chr15" 100959384 100959568 2.41 1.94e-06 "Acvrl1" "activin A receptor, type II-like 1" "15" 100958953 100975767 1 "F2" NA 0.1021910673 3.1367849058 0.5118198262 1
"ENSMUSG00000000532" "chr15-1650" "chr15" 101006202 101006400 2.81 2.2e-09 "Acvr1b" "activin A receptor, type 1B" "15" 101004556 101043032 1 "F2" NA -0.0174908347 6.4483144186 0.7911001278 1
"ENSMUSG00000000538" "chr11-3932" "chr11" 60101208 60101406 2.79 4.45e-07 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.0358910257 8.2938475343 0.5415053318 1
"ENSMUSG00000000538" "chr11-6097" "chr11" 60068470 60068668 5.27 1.92e-09 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.0358910257 8.2938475343 0.5415053318 1
"ENSMUSG00000000552" "chr15-1846" "chr15" 103165471 103165669 2.01 5.32e-05 "Zfp385a" "zinc finger protein 385A" "15" 103144319 103170517 -1 "F3" NA -0.1351930649 6.0391561101 0.0556 1
"ENSMUSG00000000627" "chr6-2903" "chr6" 82773199 82773383 2.78 1.25e-05 "Sema4f" "sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain" "6" 82861879 82889763 -1 "C3" NA 0.0458992376 6.063628557 0.5202029161 1
"ENSMUSG00000000628" "chr6-2903" "chr6" 82773199 82773383 2.78 1.25e-05 "Hk2" "hexokinase 2" "6" 82675019 82724448 -1 "C3" NA 0.1019116929 2.3495258773 0.5894574426 1
"ENSMUSG00000000751" "chr11-2817" "chr11" 75136805 75137003 2.57 1.26e-07 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA 0.0131609971 5.771667339 0.8649382824 1
"ENSMUSG00000000751" "chr11-7540" "chr11" 75135709 75135907 3.26 6.9e-05 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA 0.0131609971 5.771667339 0.8649382824 1
