"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000120" "chr11-4703" "chr11" 95382305 95382481 2.72 8.17e-07 "Ngfr" "nerve growth factor receptor (TNFR superfamily, member 16)" "11" 95430132 95449049 -1 "D" NA 0.3416674244 3.4385101065 0.0261 0.856
"ENSMUSG00000000131" "chr7-10194" "chr7" 133316805 133316981 4.29 5.82e-08 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0153830748 6.7555008483 0.8602185157 1
"ENSMUSG00000000131" "chr7-5923" "chr7" 133227381 133227553 3.18 1.17e-06 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0153830748 6.7555008483 0.8602185157 1
"ENSMUSG00000000131" "chr7-7287" "chr7" 133242932 133243104 3.06 3.73e-06 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0153830748 6.7555008483 0.8602185157 1
"ENSMUSG00000000142" "chr11-2825" "chr11" 108752734 108752906 2.23 1.1e-06 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA 0.0918674018 5.1783049846 0.3629727078 1
"ENSMUSG00000000194" "chr2-6820" "chr2" 31072627 31072803 2.18 6.27e-05 "Gpr107" "G protein-coupled receptor 107" "2" 31007836 31075068 1 "B" NA -0.0558345475 6.0523567293 0.5412647542 1
"ENSMUSG00000000296" "chr10-3157" "chr10" 31071710 31071886 2.38 3.97e-05 "Tpd52l1" "tumor protein D52-like 1" "10" 31052186 31165727 -1 "A4" NA -0.0294152746 4.5547667012 0.7946989911 1
"ENSMUSG00000000325" "chr16-1698" "chr16" 18394149 18394325 2.1 5.89e-05 "Arvcf" "armadillo repeat gene deleted in velo-cardio-facial syndrome" "16" 18348275 18407169 1 "A3" NA -0.0251351642 5.7363986623 0.7900826379 1
"ENSMUSG00000000402" "chrX-1148" "chrX" 163023475 163023647 2.84 2.25e-06 "Egfl6" "EGF-like-domain, multiple 6" "X" 162960939 163023652 -1 "F5" NA -0.1372004654 2.2413919704 0.4916174946 1
"ENSMUSG00000000416" "chr6-2227" "chr6" 18419419 18419591 2.19 1.8e-05 "Cttnbp2" "cortactin binding protein 2" "6" 18316478 18465338 -1 "A2" NA 0.0664997203 5.926723079 0.4737157627 1
"ENSMUSG00000000416" "chr6-6856" "chr6" 18389104 18389276 2.82 3.34e-05 "Cttnbp2" "cortactin binding protein 2" "6" 18316478 18465338 -1 "A2" NA 0.0664997203 5.926723079 0.4737157627 1
