"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000120" "chr11-2345" "chr11" 95471886 95472084 2.08 5.02e-06 "Ngfr" "nerve growth factor receptor (TNFR superfamily, member 16)" "11" 95430132 95449049 -1 "D" NA -0.4115067477 4.0978178328 7e-05 0.012
"ENSMUSG00000000194" "chr2-3685" "chr2" 31061761 31061959 2.26 5.99e-05 "Gpr107" "G protein-coupled receptor 107" "2" 31007836 31075068 1 "B" NA -0.0104543513 6.0780998571 0.8641489124 1
"ENSMUSG00000000194" "chr2-6355" "chr2" 31057587 31057785 2.87 8.65e-06 "Gpr107" "G protein-coupled receptor 107" "2" 31007836 31075068 1 "B" NA -0.0104543513 6.0780998571 0.8641489124 1
"ENSMUSG00000000202" "chr11-6407" "chr11" 114651986 114652184 3.35 5.18e-06 "Btbd17" "BTB (POZ) domain containing 17" "11" 114652531 114657259 -1 "E2" NA -0.0565758218 3.5088376408 0.6489828895 1
"ENSMUSG00000000223" "chrX-515" "chrX" 130940011 130940209 2.2 2.42e-06 "Drp2" "dystrophin related protein 2" "X" 130939090 130991112 1 "E3" NA 0.0030172999 6.2816333513 0.959930844 1
"ENSMUSG00000000223" "chrX-1217" "chrX" 130943613 130943797 2.98 2.48e-05 "Drp2" "dystrophin related protein 2" "X" 130939090 130991112 1 "E3" NA 0.0030172999 6.2816333513 0.959930844 1
"ENSMUSG00000000247" "chr2-3296" "chr2" 38194992 38195190 2.09 8.66e-05 "Lhx2" "LIM homeobox protein 2" "2" 38194801 38225253 1 "B" NA -0.0017679467 2.9096249449 0.9925503259 1
"ENSMUSG00000000301" "chr11-6673" "chr11" 59842433 59842631 3.83 1.4e-06 "Pemt" "phosphatidylethanolamine N-methyltransferase" "11" 59784116 59859991 -1 "B1.3" NA 0.0817706535 0.9471248025 0.7069426266 1
"ENSMUSG00000000305" "chr2-6226" "chr2" 179537929 179538127 2.44 8.21e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.0117448747 5.894742889 0.8505875356 1
"ENSMUSG00000000305" "chr2-8528" "chr2" 179541903 179542101 3.26 6.9e-05 "Cdh4" "cadherin 4" "2" 179177136 179634078 1 "H4" NA -0.0117448747 5.894742889 0.8505875356 1
"ENSMUSG00000000399" "chr6-3304" "chr6" 126720080 126720278 2.36 3.79e-05 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA 0.0046239761 6.4562749078 0.937763301 1
"ENSMUSG00000000399" "chr6-3981" "chr6" 126715120 126715318 3.28 4.53e-06 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA 0.0046239761 6.4562749078 0.937763301 1
"ENSMUSG00000000399" "chr6-5468" "chr6" 126700756 126700954 3.67 3.91e-07 "Ndufa9" "NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9" "6" 126771881 126799162 -1 "F3" NA 0.0046239761 6.4562749078 0.937763301 1
"ENSMUSG00000000420" "chr18-1875" "chr18" 24326653 24326837 5.39 1.66e-13 "Galnt1" "UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1" "18" 24363845 24445319 1 "A2" NA -0.0093966095 6.4139492061 0.8719486903 1
"ENSMUSG00000000489" "chr15-3267" "chr15" 79904574 79904772 4.6 1.82e-08 "Pdgfb" "platelet derived growth factor, B polypeptide" "15" 79826330 79845238 -1 "E1" NA -0.0712881322 3.4159044262 0.5747431694 1
"ENSMUSG00000000530" "chr15-2124" "chr15" 100959384 100959568 2.41 1.94e-06 "Acvrl1" "activin A receptor, type II-like 1" "15" 100958953 100975767 1 "F2" NA 0.1296733462 3.094916122 0.3466868706 1
"ENSMUSG00000000532" "chr15-1650" "chr15" 101006202 101006400 2.81 2.2e-09 "Acvr1b" "activin A receptor, type 1B" "15" 101004556 101043032 1 "F2" NA -0.0686593008 6.394714539 0.2358451962 1
"ENSMUSG00000000538" "chr11-3932" "chr11" 60101208 60101406 2.79 4.45e-07 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.043233778 8.2206905353 0.4144095241 1
"ENSMUSG00000000538" "chr11-6097" "chr11" 60068470 60068668 5.27 1.92e-09 "Tom1l2" "target of myb1-like 2 (chicken)" "11" 60040216 60166407 -1 "B2" NA -0.043233778 8.2206905353 0.4144095241 1
"ENSMUSG00000000552" "chr15-1846" "chr15" 103165471 103165669 2.01 5.32e-05 "Zfp385a" "zinc finger protein 385A" "15" 103144319 103170517 -1 "F3" NA -0.1369924354 5.9809622931 0.0255 0.842
"ENSMUSG00000000627" "chr6-2903" "chr6" 82773199 82773383 2.78 1.25e-05 "Sema4f" "sema domain, immunoglobulin domain (Ig), TM domain, and short cytoplasmic domain" "6" 82861879 82889763 -1 "C3" NA -0.013514074 6.0526753194 0.8246818451 1
"ENSMUSG00000000628" "chr6-2903" "chr6" 82773199 82773383 2.78 1.25e-05 "Hk2" "hexokinase 2" "6" 82675019 82724448 -1 "C3" NA 0.1127094114 2.4686468755 0.4779444867 1
"ENSMUSG00000000751" "chr11-2817" "chr11" 75136805 75137003 2.57 1.26e-07 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA -0.0113812601 5.8174775193 0.8599584365 1
"ENSMUSG00000000751" "chr11-7540" "chr11" 75135709 75135907 3.26 6.9e-05 "Rpa1" "replication protein A1" "11" 75111668 75161826 -1 "B5" NA -0.0113812601 5.8174775193 0.8599584365 1
"ENSMUSG00000000782" "chr11-6388" "chr11" 52086591 52086775 2.74 5.22e-05 "Tcf7" "transcription factor 7, T cell specific" "11" 52065873 52096681 -1 "B1.3" NA -0.0038450716 1.2755342147 0.9899395955 1
"ENSMUSG00000000794" "chr3-2569" "chr3" 89410327 89410525 2.4 5.58e-05 "Kcnn3" "potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3" "3" 89324086 89471683 1 "F1" NA 0.0270016129 3.2656179952 0.8431476774 1
"ENSMUSG00000000794" "chr3-3860" "chr3" 89458875 89459073 3.56 3.89e-07 "Kcnn3" "potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3" "3" 89324086 89471683 1 "F1" NA 0.0270016129 3.2656179952 0.8431476774 1
"ENSMUSG00000000794" "chr3-5396" "chr3" 89328238 89328436 2.87 4.44e-05 "Kcnn3" "potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3" "3" 89324086 89471683 1 "F1" NA 0.0270016129 3.2656179952 0.8431476774 1
"ENSMUSG00000000804" "chr11-5964" "chr11" 84909891 84910075 3 5.82e-06 "Usp32" "ubiquitin specific peptidase 32" "11" 84797944 84953663 -1 "C" NA -0.0321750068 7.2963835442 0.5516402362 1
"ENSMUSG00000000957" "chr14-1402" "chr14" 55052501 55052699 3.02 4.54e-09 "Mmp14" "matrix metallopeptidase 14 (membrane-inserted)" "14" 55050441 55060095 1 "C2" NA -0.0297246197 3.7203580059 0.8035254724 1
"ENSMUSG00000001036" "chr11-6103" "chr11" 61385954 61386152 2.66 6.68e-05 "Epn2" "epsin 2" "11" 61330751 61393187 -1 "B2" NA -0.0478299182 6.9369288581 0.3832905761 1
"ENSMUSG00000001053" "chr11-3018" "chr11" 51451191 51451389 2.87 2.85e-09 "N4bp3" "NEDD4 binding protein 3" "11" 51456565 51464344 -1 "B1.3" NA -0.1772201535 2.806629981 0.2285008529 1
"ENSMUSG00000001054" "chr11-3018" "chr11" 51451191 51451389 2.87 2.85e-09 "Rmnd5b" "required for meiotic nuclear division 5 homolog B (S. cerevisiae)" "11" 51437173 51449398 -1 "B1.3" NA 0.0473361582 4.6470174787 0.5893579233 1
"ENSMUSG00000001089" "chr4-2326" "chr4" 136104908 136105106 2.01 5.32e-05 "Luzp1" "leucine zipper protein 1" "4" 136025676 136110695 1 "D3" NA -0.0891368758 6.5334052986 0.118 1
"ENSMUSG00000001120" "chr10-5467" "chr10" 76263221 76263419 5.27 1.92e-09 "Pcbp3" "poly(rC) binding protein 3" "10" 76224602 76424632 -1 "C1" NA 0.03224422 5.4401264365 0.6429067623 1
"ENSMUSG00000001134" "chrX-614" "chrX" 20527960 20528158 2.34 9.71e-07 "Uxt" "ubiquitously expressed transcript" "X" 20518848 20539143 -1 "A1.3" NA -0.0498135484 1.835611378 0.7851303926 1
"ENSMUSG00000001156" "chr6-5210" "chr6" 86616618 86616816 3.26 6.9e-05 "Mxd1" "MAX dimerization protein 1" "6" 86597038 86619153 -1 "D1" NA -0.0242183374 4.7597709084 0.7759850657 1
"ENSMUSG00000001173" "chrX-1493" "chrX" 45277520 45277718 3.64 5.42e-06 "Ocrl" "oculocerebrorenal syndrome of Lowe" "X" 45265564 45319045 1 "A4" NA 0.0120933087 7.1748253007 0.8237714003 1
"ENSMUSG00000001175" "chr12-1283" "chr12" 101461086 101461284 2.22 1.1e-06 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0086181385 10.6805829164 0.868516498 1
"ENSMUSG00000001175" "chr12-2225" "chr12" 101517021 101517219 2.4 5.58e-05 "Calm1" "calmodulin 1" "12" 101437645 101448016 1 "E" NA -0.0086181385 10.6805829164 0.868516498 1
"ENSMUSG00000001240" "chr11-5340" "chr11" 101121525 101121723 2.66 6.68e-05 "Ramp2" "receptor (calcitonin) activity modifying protein 2" "11" 101107342 101120860 1 "D" NA 0.0977537095 3.3690905343 0.4484598627 1
"ENSMUSG00000001424" "chr6-2448" "chr6" 28824023 28824221 2.17 9.03e-05 "Snd1" "staphylococcal nuclease and tudor domain containing 1" "6" 28425139 28885162 1 "A3.3" NA 0.0115720235 6.6314381162 0.8386569812 1
"ENSMUSG00000001435" "chr10-3879" "chr10" 76593674 76593872 3.83 3.91e-07 "Col18a1" "collagen, type XVIII, alpha 1" "10" 76514923 76629293 -1 "C1" NA 0.0038582846 4.2299738541 0.9672321402 1
"ENSMUSG00000001496" "chr12-726" "chr12" 57630275 57630459 2.38 5.21e-10 "Nkx2-1" "NK2 homeobox 1" "12" 57632922 57637895 -1 "C1" NA 0.1900441197 4.9161665244 0.0183 0.702
"ENSMUSG00000001496" "chr12-1216" "chr12" 57631452 57631636 2.33 3.07e-06 "Nkx2-1" "NK2 homeobox 1" "12" 57632922 57637895 -1 "C1" NA 0.1900441197 4.9161665244 0.0183 0.702
"ENSMUSG00000001518" "chr6-1993" "chr6" 128370883 128371081 3.31 1.97e-09 "Itfg2" "integrin alpha FG-GAP repeat containing 2" "6" 128359462 128374949 -1 "F3" NA 0.0214513825 5.244262044 0.7716076999 1
"ENSMUSG00000001520" "chr6-5485" "chr6" 128352655 128352853 5.03 1.02e-08 "Nrip2" "nuclear receptor interacting protein 2" "6" 128349314 128358950 1 "F3" NA -0.0333354715 5.8240847952 0.6002551135 1
"ENSMUSG00000001552" "chr11-4093" "chr11" 100233971 100234155 2.41 1.76e-05 "Jup" "junction plakoglobin" "11" 100230272 100259077 -1 "D" NA -0.1285376543 5.0458489049 0.0975 1
"ENSMUSG00000001576" "chr17-1362" "chr17" 26721214 26721412 2.13 5.3e-06 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA 0.0046107122 7.0809513164 0.9334709114 1
"ENSMUSG00000001576" "chr17-1467" "chr17" 26796651 26796849 2.33 3.1e-07 "Ergic1" "endoplasmic reticulum-golgi intermediate compartment (ERGIC) 1" "17" 26698434 26793876 1 "A3.3" NA 0.0046107122 7.0809513164 0.9334709114 1
