"ensembl_gene_id" "peak" "chr" "start" "end" "fc" "p.x" "mgi_symbol" "mgi_description" "chromosome_name" "start_position" "end_position" "strand" "band" "duplicate" "logFC_trended_only_disp" "logCPM_trended_only_disp" "p.y" "FDR_trended_only_disp"
"ENSMUSG00000000120" "chr11-4703" "chr11" 95382305 95382481 2.72 8.17e-07 "Ngfr" "nerve growth factor receptor (TNFR superfamily, member 16)" "11" 95430132 95449049 -1 "D" NA -0.4115067477 4.0978178328 7e-05 0.012
"ENSMUSG00000000131" "chr7-10194" "chr7" 133316805 133316981 4.29 5.82e-08 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0233172289 6.8035036317 0.6740415025 1
"ENSMUSG00000000131" "chr7-5923" "chr7" 133227381 133227553 3.18 1.17e-06 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0233172289 6.8035036317 0.6740415025 1
"ENSMUSG00000000131" "chr7-7287" "chr7" 133242932 133243104 3.06 3.73e-06 "Xpo6" "exportin 6" "7" 133245229 133344015 -1 "F3" NA -0.0233172289 6.8035036317 0.6740415025 1
"ENSMUSG00000000142" "chr11-2825" "chr11" 108752734 108752906 2.23 1.1e-06 "Axin2" "axin2" "11" 108781663 108812097 1 "E1" NA -0.0006507008 5.1774808172 0.9940785805 1
"ENSMUSG00000000194" "chr2-6820" "chr2" 31072627 31072803 2.18 6.27e-05 "Gpr107" "G protein-coupled receptor 107" "2" 31007836 31075068 1 "B" NA -0.0104543513 6.0780998571 0.8641489124 1
"ENSMUSG00000000296" "chr10-3157" "chr10" 31071710 31071886 2.38 3.97e-05 "Tpd52l1" "tumor protein D52-like 1" "10" 31052186 31165727 -1 "A4" NA 0.0518017507 4.4071913186 0.5854747035 1
"ENSMUSG00000000325" "chr16-1698" "chr16" 18394149 18394325 2.1 5.89e-05 "Arvcf" "armadillo repeat gene deleted in velo-cardio-facial syndrome" "16" 18348275 18407169 1 "A3" NA -0.0181847483 5.7383212625 0.7801896877 1
"ENSMUSG00000000402" "chrX-1148" "chrX" 163023475 163023647 2.84 2.25e-06 "Egfl6" "EGF-like-domain, multiple 6" "X" 162960939 163023652 -1 "F5" NA 0.2267749381 2.3030322188 0.168 1
"ENSMUSG00000000416" "chr6-2227" "chr6" 18419419 18419591 2.19 1.8e-05 "Cttnbp2" "cortactin binding protein 2" "6" 18316478 18465338 -1 "A2" NA -0.0567649499 5.7658716878 0.3763974215 1
"ENSMUSG00000000416" "chr6-6856" "chr6" 18389104 18389276 2.82 3.34e-05 "Cttnbp2" "cortactin binding protein 2" "6" 18316478 18465338 -1 "A2" NA -0.0567649499 5.7658716878 0.3763974215 1
"ENSMUSG00000000416" "chr6-6859" "chr6" 18426122 18426294 3.72 5.42e-06 "Cttnbp2" "cortactin binding protein 2" "6" 18316478 18465338 -1 "A2" NA -0.0567649499 5.7658716878 0.3763974215 1
